hearing_id,subject_id,question-response_number,question,response,q_emotion1,q_emotion2,q_emotion1_text,q_emotion1_intensity,q_emotion1_intensity_text,q_emotion1_confidence,q_emotion2_text,q_emotion2_intensity,q_emotion2_intensity_text,q_emotion2_confidence,r_emotion1,r_emotion2,r_emotion1_text,r_emotion1_intensity,r_emotion1_intensity_text,r_emotion1_confidence,r_emotion2_text,r_emotion2_intensity,r_emotion2_intensity_text,r_emotion2_confidence,a_emotion1,a_emotion2
CHRG-114hhrg20722,bKNm,10,"Okay. Several newspapers reported that he said that Mrs. Clinton did violate the Federal Records Act, and you don't have any opinion on that?","You know, I--again, I don't recall him speaking directly to that, but, again, he could have. I just don't recall him speaking directly to that. And, at this point, again, I think that, with respect to what was reviewed in the investigation about the handling of the emails, we heard the basis of his recommendation, and, in fact, the team came to a similar conclusion.",Aggressiveness,,and you don't have any opinion on that?,6,Okay. Several newspapers [SEP] did violate,70,,,,,Annoyance,Apprehension,,3,"You know, I--again, [SEP] again, [SEP] again,",50,"I--again, [SEP] he could have. I just don't recall [SEP] the team",7,"I--again, [SEP] but, again, [SEP] I just",90,Boredom,
CHRG-114hhrg20722,bKNm,11,"A loophole in Federal law allows the transfer of a firearm to anybody after 3 business days, even if a background check is not complete. Last year, the FBI concluded the suspect in the shooting in Charleston was able to purchase a gun through this loophole. Should that policy change? Should we hold the transfer of firearms until the background check has been completed?","Well, Congressman, in order to change that rule, it would require congressional action. The 3-day waiting period is part of congressional action that has already been voted on by Congress. And, certainly, it is a fact that, with the rise in purchases and the increased use on the NICS background system, there is ever more use of that system. We are working to improve the NICS system to make it as efficient as possible. We've expanded the number of personnel working on those background checks. We are working also to improve the automated portion of the NICS system so that the dealers who go through the system will be able to get information more quickly and to be able to respond, either by proceeding or denying a sale or in other ways as appropriate. So we are working within the system as it is currently structured. In order to change that, it would require congressional action.",Disapproval,,loophole [SEP] loophole.,4,even if,80,,,,,Annoyance,,,6,"congressional action that has already been voted on by Congress. [SEP] We are working to improve [SEP] We've expanded [SEP] We are working [SEP] So we are working within the system as it is currently structured. In order to change that, it would require congressional action.",99,,,,,Boredom,
CHRG-114hhrg20722,bKNm,12,"Then my final question then, as time is running out, is, when you look at a Governor of Virginia that you launched everything this department had against to destroy him and to prosecute him, can you tell me the Federal nexus you had in that case and compare that to the Federal nexus against Secretary Clinton and national security of this country, which you refused to bring to a grand jury or for an indictment, to see if, in fact, one is justified?","Congressman, I don't have a comment on the McDonnell case except to refer you to the pleadings in that for a discussion of the law there.",Hostility,,"you launched everything this department had against [SEP] destroy him [SEP] prosecute him, [SEP] you refused [SEP] see if, [SEP] one is justified?",5,"compare that to [SEP] in fact,",100,,,,,Contempt,,,3,"Congressman,",30,,,,,Boredom,
CHRG-114hhrg20722,bKNm,13,"Thank you, General Lynch. We'll now proceed under the 5-minute rule with questions for the witnesses, and I'll begin by recognizing myself. Before being confirmed as Attorney General in May of last year, you were first nominated by President Obama to serve as the United States Attorney for the Eastern District of New York, and you were originally appointed to the U.S. Attorney post in 1999 by former President Bill Clinton. The existence of Secretary Clinton's private email server was first brought to light in March of last year, 1 month before your confirmation as Attorney General. A few months after your confirmation, the inspectors general of State and National Intelligence requested the Department of Justice investigate whether classified information was stored on her private email servers. The FBI then opened an investigation into the matter. Given that she was a political appointee of your current boss and, more importantly, the wife of your previous boss, why did you not see fit to recuse yourself from the investigation? Wouldn't recusal or appointment of a special prosecutor have removed any appearance of impropriety given your service during Bill Clinton's Presidency?","Thank you for the question, Mr. Chairman. As I've said on several occasions before, when the referral came into the Department of Justice, it was received and referred to experienced, dedicated career agents and prosecutors who handle matters of this type every day with independence, with efficiency, with thoroughness, and the matter was handled like any other matter. It was reviewed through the chain by those independent career agents and prosecutors. And, in considering the matter, there was no connection, there was no need for recusal or an independent prosecutor.",Disapproval,,why did you not [SEP] Wouldn't recusal or appointment,,"Given that she was a political appointee of your current boss and, more importantly, the wife of your previous boss, [SEP] any [SEP] given your service during",90,,,,,Annoyance,,,7,"several occasions before, [SEP] no connection, there was no need for recusal or an independent prosecutor.",80,,0,,,Boredom,
CHRG-114hhrg20722,bKNm,14,And would independent prosecutors be a good thing?,"I believe it depends upon the nature of the office that would be looking into the matter. I believe that you would need individuals who have experience in dealing with complicated cases, who have experience in dealing with forensic evidence. And, certainly, you would want those offices, wherever they be located, to have that kind of expertise at their hands as well.",Interest,,And would independent prosecutors be a good thing?,3,good thing?,30,,,,,Serenity,,,4,,10,,,,,Boredom,
CHRG-114hhrg20722,bKNm,15,"The question is, was there at least one that did not work a career, that was, in fact, an appointee, either confirmed or unconfirmed?","Congressman, I have replied to you as to the composition of the team that all of them----",Annoyance,,"The question is, [SEP] that was, in fact,",3,"The question is, [SEP] was, in fact, [SEP] confirmed or unconfirmed?",60,,,,,Annoyance,,,3,"Congressman,",70,,,,,Boredom,
CHRG-114hhrg20722,bKNm,16,"Thank you for your response. I would like to ask you in a friendly way how we can--as a Committee, what is it that we can do to address the problem? And we seek your friendly advice in that direction because we want to work together with all the branches of government, and the House Judiciary Committee is in a very unusually important position to play an important role in this.","Yes. Thank you, Congressman. The Department of Justice is actively engaged in working with both communities and law enforcement to further these discussions, and, of course, efforts in our grant-making arena are important there. And we welcome and appreciate the support of this Committee and others in making sure the Department's grant-making operations are fully funded. We also provide a great deal of support for law enforcement through training and technical assistance, for example, the bulletproof vest program, and our funding for body-worn cameras for so many police departments. Again, we thank this Committee and so many Members of Congress who have provided bipartisan support for those efforts, and we would hope that those efforts in funding, in particular, would continue. Those are just a few of the examples of ways in which we hope to continue to receive support. I would also note that the issue of criminal justice reform is a larger canvas upon which this conversation is being writ. And certainly we support the efforts by so many on this Committee and others throughout Congress to push that important legislation forward. We have provided assistance in terms of many of the details that have been raised in the context of that legislation. I know this Committee, in particular, has spent so much time and effort on that, and we appreciate that and all of the issues that have been raised. And that is an important way toward dealing with making our criminal justice more effective, more efficient, and more fair. That, in and of itself, will go a long way toward restoring faith and trust in the overall criminal justice system, which is also a problem often raised to my attention during my travels. So the Department looks forward to continuing to support those important efforts.",Friendliness,,Thank you [SEP] friendly [SEP] seek your friendly advice [SEP] work together,10,I would like [SEP] because we want [SEP] very unusually important,100,,,,,Friendliness,,,10,"Yes. [SEP] and, of course, [SEP] a great deal [SEP] so many [SEP] in particular, [SEP] just a few of the examples [SEP] [SEP] in terms of many [SEP] I know this Committee, in particular, has spent so much time and effort on that, [SEP] That, in and of itself, will go a long way",100,,,,,Boredom,
CHRG-114hhrg20722,bKNm,17,"So, in that preparation--and you have got my old friend Peter Kadzik behind you--you prepared to answer questions more or less in about four ways: yes; no; I don't know or I can't answer; or, in some cases, some combination of that. That's pretty much how you answer here is affirmatively yes, affirmatively no, or these shades of gray in between, Correct?","Congressman, I'm not going to go into the internal discussions I have with staff.",Contempt,,"you--you prepared to answer questions more or less in about four ways: [SEP] That's pretty much how you answer here is affirmatively yes, affirmatively no, or these shades of gray in between,",5,"yes; no; I don't know or I can't answer; or, in some cases, some combination of that. [SEP] Correct?",40,,,,,Disapproval,,,7,"Congressman,",100,,,,,Boredom,
CHRG-114hhrg20722,bKNm,18,"I know, but we are not talking grand jury information here, are we? What I want to know is--tell me, is there a legal reason that prohibits you from giving us information, or is that just a choice you have made?","Congressman, as I've indicated, the Director and I had very different roles in this investigation. So his level of detail is significantly different from mine, and I would not be able to provide you with that same level of detail.",Interest,,"What I want to know is--tell me,",3,"I know, but we are not talking grand jury information here, are we?",80,,,,,Annoyance,,,6,"Congressman, [SEP] very different roles [SEP] significantly different",80,,,,,Boredom,Distraction
CHRG-114hhrg20722,bKNm,19,"Thank you, Mr. Chairman. Madam Attorney General, I think the thing that I find so disheartening, so unfortunate, about FBI Director Comey's decision not to recommend criminal charges against former Secretary of State Hillary Clinton last week was that, for a lot of Americans, it looked like we're seeing a double standard, unequal treatment under the law. Under the facts of the case as laid out by Director Comey, virtually anybody else, I think most Americans think, including myself, there would have been charges brought for a crime against virtually anybody else in this country. But the politically connected Hillary Clinton, well, we won't charge her. I mean, look what Comey laid out. It's already been laid out to some degree, but I think it warrants doing it again. He found that, despite the fact that Hillary claimed that she'd never sent or received classified information over a private email, she'd actually sent 110 of them, over 100 of them, and 8 of those were determined to have been Top Secret at the time that they were sent. Now, I assume that, based upon the way you've answered some of my colleague's questions prior to this, you're not going to acknowledge what I think virtually every other American believes, even her supporters, and that's to at least acknowledge, as Director Comey did, that she lied. Would you respond?","Congressman, with respect to the Director's statements, as I've indicated, he's provided really unprecedented access into his views of the matter, and I would refer you to them. I understand the issue that you raise, obviously, is one involving perceptions as to whether or not charges would have been brought in some other situation. And, again, I can only refer you back to the Director's statements, where he chose to outline the fact that no other cases similar to this had, in fact, been brought.",Contempt,Disapproval,"there would have been charges brought for a crime against virtually anybody else in this country. [SEP] politically connected Hillary Clinton, well, we won't charge her. [SEP] [SEP] she lied.",7,"despite the fact that Hillary claimed that she'd never sent or received classified information over a private email, [SEP] 110 of them, over 100 of them, [SEP] 8 of those were determined to have been Top Secret at the time that they were sent. [SEP] [SEP] virtually every other American believes, even her supporters,",100,,7,so [SEP] so,100,Annoyance,,,8,"Congressman, [SEP] provided really unprecedented access [SEP] issue that you raise, obviously, is one involving perceptions [SEP] outline the fact [SEP] had, in fact,",100,,,,,Boredom,
CHRG-114hhrg20722,bKNm,20,"Can you compare the Federal nexus between the two cases for us, please?","Congressman, I don't have a comparison between those two cases for you.",Friendliness,Interest,please?,1,,10,,4,please?,50,Annoyance,,,4,"Congressman,",30,,,,,Boredom,
CHRG-114hhrg20722,bKNm,21,"Let me follow up on that then. Two weeks ago, roughly a year into the FBI's investigation and a mere week before Director Comey's announcement, you met privately with your former boss, former President Bill Clinton, on your plane at the Phoenix airport. Why was this meeting, particularly in light of your previous appointment by President Clinton, not grounds for recusing yourself?","With respect to my conversation that I had with former President Clinton in Phoenix, it was a conversation that was held on the airplane on the tarmac. The former President indicated he wanted to say hello, and I agreed to say hello, and we had a social conversation. Nothing of any relationship to the email investigation was discussed, nor were any specific cases or matters before the Department of Justice discussed.",Disapproval,,,4,,70,,,,,Disapproval,,,4,"he wanted to say hello, and I agreed to say hello, [SEP] social conversation.",100,,,,,Boredom,
CHRG-114hhrg20722,bKNm,22,"Thank you, Mr. Chairman. And, Madam Attorney General, thank you for being here today and for responding to our questions. Madam Chairman--I mean, Madam Attorney General, when Director Comey was here, he was very forthcoming and candid in answering his questions with specificity about Secretary Clinton, and he did not refuse to answer any of those questions based on the fact that there was some legal prohibition that kept him from doing it. Today, you have indicated several times that you wouldn't respond to some of those questions with specificity. Is there any legal prohibition that you have that Director Comey did not have that prohibits you from answering those questions with some degree of specificity?","Thank you for the opportunity to speak to that, Congressman. I think it's important to note that the Director and I had very different roles in this investigation and, therefore, very different amounts of information about this information--this investigation. I am speaking about the information that I received, which, again, as I've noted, was the team recommendation. Director Comey was speaking from his position as someone who was more directly involved in the investigation.",Interest,,"Today, you have indicated several times that you wouldn't respond to some of those questions with specificity. Is there any legal prohibition that you have that Director Comey did not have that prohibits you from answering those questions with some degree of specificity?",5,"he was very forthcoming and candid in answering his questions with specificity about Secretary Clinton, and he did not refuse to answer any of those questions",70,,,,,,,,,very different roles,20,,,,,Boredom,
CHRG-114hhrg20722,bKNm,22,"Thank you, Mr. Chairman. And, Madam Attorney General, thank you for being here today and for responding to our questions. Madam Chairman--I mean, Madam Attorney General, when Director Comey was here, he was very forthcoming and candid in answering his questions with specificity about Secretary Clinton, and he did not refuse to answer any of those questions based on the fact that there was some legal prohibition that kept him from doing it. Today, you have indicated several times that you wouldn't respond to some of those questions with specificity. Is there any legal prohibition that you have that Director Comey did not have that prohibits you from answering those questions with some degree of specificity?","Thank you for the opportunity to speak to that, Congressman. I think it's important to note that the Director and I had very different roles in this investigation and, therefore, very different amounts of information about this information--this investigation. I am speaking about the information that I received, which, again, as I've noted, was the team recommendation. Director Comey was speaking from his position as someone who was more directly involved in the investigation.",Interest,,"Today, you have indicated several times that you wouldn't respond to some of those questions with specificity. Is there any legal prohibition that you have that Director Comey did not have that prohibits you from answering those questions with some degree of specificity?",5,"he was very forthcoming and candid in answering his questions with specificity about Secretary Clinton, and he did not refuse to answer any of those questions",70,,,,,,,,,very different roles,20,,,,,Boredom,
CHRG-114hhrg20722,bKNm,23,"Okay. I will take that as a no because that's the only way I can interpret what you keep repeating. So, last but not least, the American people are told that these documents were not a crime to carelessly deal with. Should I find a way to make sure that those thousands of documents are made public so the American people can evaluate just how insignificant they are or how President Obama said, ""There is classified and then there's classified""? Are these documents documents that could be easily made available to the public, or are they too sensitive to be made to the public today?","Congressman, you may take the appropriate steps in terms of reviewing anything, and you may rank request for that, and we will work to accommodate you with respect to that. I don't have an answer for you beyond that.",Hostility,,,5,,,,,,,Annoyance,,,4,"Congressman,",50,,,,,Boredom,
CHRG-114hhrg20722,bKNm,24,"Thank you very much, Mr. Chairman. And thank you, Attorney General Lynch, for being with us today. You are in charge of the Department of Justice. The buck stops with you. And I'm concerned that you keep on saying that you have deferred the authority that by law is yours to Director Comey. Let me give an example. Mr. Comey has said that Secretary Clinton was extremely careless in her handling of highly classified, very sensitive information. Now, the criminal statute uses the word ""gross negligence."" And I can't for the life of me figure out what the difference between ""gross negligence"" and ""extremely careless"" is unless one really wants to parse some words. Now, secondly, the misdemeanor statute does not require intent. It's a strict liability statute, and it relates to the removal and retention of classified information. So it doesn't matter whether Secretary Clinton had the intent to do that or not; the fact is that the FBI said that she did it. Now, I think that what Director Comey has said is that Secretary Clinton's actions essentially meet the definition for prosecution under the statute. Why did you defer to Director Comey when the responsibility is yours?","Thank you, Congressman, for the question. Let me be clear that my decision was to accept the recommendation of the team of agents and investigators who worked on this. And these are the career attorneys as well as the dedicated investigators, including the FBI Director, who worked on this matter for over a year. They've reviewed the facts. They followed the facts. They looked at the law. They've applied the facts to that law and came up with a unanimous recommendation----",Disapproval,,"The buck stops with you. [SEP] ""gross negligence"" and ""extremely careless"" [SEP] it doesn't matter whether Secretary Clinton had the intent to do that or not; [SEP] prosecution [SEP] Why did you defer to Director Comey when the responsibility is yours?",10,"I'm concerned that you keep [SEP] extremely careless [SEP] highly classified, very [SEP] for the life of me [SEP] really wants to parse [SEP] strict liability statute, [SEP] it doesn't matter whether",100,,,,,Annoyance,,,7,Let me be clear [SEP] over a year. They've reviewed the facts. They followed the facts. They looked at the law. They've applied the facts to that law and came up with a unanimous recommendation----,99,,,,,Boredom,
CHRG-114hhrg20722,bKNm,25,"So far today, you have rarely said absolutely yes or absolutely no, correct? You've mostly talked in terms of ""I can't answer that"" or ""it's not appropriate"" or ""see the FBI Director."" And so, in light of that, and this is really a question of, what do I tell the marines, the sailors, the Army personnel in my district, the veterans, the contractors, all of those who work for the government with classified information? Former Secretary of State in an unambiguous way said repeatedly both under oath and to the public, time and time again: ""I did not send or receive any information marked classified."" And you are aware of that, that she had definitively said this repeatedly, Right?",I believe her statements are on the record and I defer you to that.,Contempt,,"rarely said absolutely yes or absolutely no, [SEP] talked in terms of ""I can't answer that"" or ""it's not appropriate"" or ""see the FBI Director.""",10,"what do I tell the marines, the sailors, the Army personnel in my district, the veterans, the contractors, all of those who work for the government with classified information? [SEP] time and time again:",100,,,,,Annoyance,,,4,,50,,,,,Boredom,
CHRG-114hhrg20722,bKNm,26,"Need to know if there is a legal prohibition that prohibits you from disclosing information to this Committee, or is that a choice you have made?",It would depend upon the nature of the information.,Interest,,"Need to know [SEP] prohibits you from disclosing information to this Committee, or is that a choice you have made?",6,Need to know,90,,,,,Pensiveness,,,3,,40,,,,,Boredom,
CHRG-114hhrg20722,bKNm,27,"Let me go back to what Mr. Sensenbrenner referred to. I think it's one of the great mysteries of this case, and that's why extreme carelessness--apparently not in his mind, and you accepted it, so I guess apparently not in your mind--did not constitute gross negligence. Now, I'm an attorney. I practiced 16 years before coming here. And I've been on this Committee for 20 years now, so even though I'm not actually practicing law right now, I've been doing this type of thing for a long time. And I, for the life of me, don't know what the difference between ""extreme carelessness"" and ""gross negligence"" is. He said he found one but apparently not the other. Could you shed some light for me and perhaps anybody else in this room or that may ultimately watch this, what is the difference between the two?","Well, Congressman, again, I'm not going to further explain the Director's comments, as he has, I believe, explained them. But I will say, when people have asked--and I understand your question to be the meaning of ""gross negligence""--one always, as you know, refer to the statute itself, relevant cases, and then, of course, it is a very fact-specific inquiry. And since to go further would go into the facts of this case, I'm not able to go further at this time.",Annoyance,,"carelessness--apparently not in his mind, [SEP] apparently not in your mind--did [SEP] apparently not the other.",6,"carelessness--apparently [SEP] I've been doing this type of thing for a long time. [SEP] for the life of me,",100,,,,,Annoyance,,,5,"Well, Congressman, again,",40,,,,,Annoyance,Boredom
CHRG-114hhrg20722,bKNm,28,"Thank you, Attorney General Lynch, for being here today. And I think Americans see the duplicitousness of the arguments that have been made by Republicans here on this panel. First, they question you about why you did not recuse yourself from the Hillary Clinton email investigation decision not to prosecute. And then, on the other hand, they criticize you for relying upon the recommendation, the unanimous recommendation, of career professional investigators and prosecutors at both the FBI and the Department of Justice who made the decision and then recommended to you that Hillary Clinton not be prosecuted. And they take issue with these things, and then they bring back some 20-year-old salacious accusations against former President Bill Clinton. I think we've reached a low point on this Committee because we're talking about these things at the same moment that Americans are focused on the out-of-control gun violence in this country. The chickens have indeed come back home to roost as a result of 20 years of NRA control of decisionmaking about firearms here in this Congress. Absolutely no action by Congress to restrain the flow of weapons of war onto the streets of America, weapons of war that are producing mass casualties, one incident after the other, with increasing regularity here in America. Americans get it, but my colleagues on the other side of the aisle don't. They're just tone deaf. And they insist on chasing rabbits down holes by trying to make some hay out of something that is over with, this controversy about emails from Hillary Clinton. There is absolutely no evidence of any criminal activity. But yet, as we approach the Republican convention to be held next week--where the candidate that they're going to nominate has been a tremendously divisive figure in polarizing this Nation, such that we can't do any work here in Congress. And so I think the people looking at this hearing are just simply dejected. This is really a spectacle, as we get ready in Congress to leave for 7 weeks of vacation. The American people don't get 7 weeks of vacation, and I know you don't in your job. And we appreciate the job that you have done. Can you tell me, General Lynch, whether or not, with respect to the Orlando mass murder, 49 people, innocent people, killed at the hand of a deranged gunman wielding an assault weapon, can you tell us whether or not you found any evidence that the gunman used any encrypted messaging to prepare for his attack? And have you faced any roadblocks related to accessing the gunman's social media outreach, be it encrypted or otherwise?","Well, Congressman, thank you for raising those important issues. And, of course, it was exactly 1 month ago today that those 49 innocent lives were taken from us so brutally. And I remember visiting Orlando and speaking with many of the victims' families, and their loss is still so incredibly close and fresh and painful. With respect to the investigation, we are proceeding. We have gotten great cooperation from all of the law enforcement agencies in central Florida who have worked on this case, from first responders through the police department, still helping with the investigation. All the Federal agencies have come together. We are still reviewing a vast amount of evidence, so I'm not able to provide insight into whether or not we have come across encryption at this time. I will say that we are moving forward with the investigation. We certainly are not encountering any difficulties with the teamwork on the ground. Everyone is committed to trying to determine what led this individual to take this heinous act.",Contempt,,"duplicitousness [SEP] they question you [SEP] they criticize you for relying upon the recommendation, the unanimous recommendation, [SEP] they take issue with these things, [SEP] 20-year-old salacious accusations [SEP] a low point [SEP] chickens have indeed come back home to roost [SEP] [SEP] weapons of war that are producing mass casualties, [SEP] Americans get it, but my colleagues on the other side of the aisle don't. [SEP] tone deaf. [SEP] chasing rabbits down holes [SEP] make some hay out of something that is over with, [SEP] tremendously divisive figure in polarizing this Nation, [SEP] This is really a spectacle, [SEP] [SEP] 49 people, innocent people, killed at the hand of a deranged gunman",8,"First, [SEP] And then, [SEP] the unanimous [SEP] career professional investigators and prosecutors [SEP] and then [SEP] 20-year-old salacious [SEP] at the same moment that Americans are focused on the out-of-control gun violence [SEP] [SEP] Absolutely no action by Congress to restrain [SEP] can't do any work",100,,,,,Friendliness,Remorse,,7,great [SEP] All [SEP] certainly are not [SEP] Everyone is committed,100,49 innocent lives were taken from us so brutally. [SEP] loss is still so incredibly close and fresh and painful. [SEP] heinous act.,6,brutally. [SEP] incredibly close [SEP] fresh [SEP] painful. [SEP] heinous,100,Optimism,Pensiveness
CHRG-114hhrg20722,bKNm,29,"We'll have some followup questions to that later, but let me turn your attention to Director Comey's conclusions on a variety of points. Secretary Clinton stated that she never sent or received information marked as ""classified"" on her server. Director Comey stated that was not true. Do you agree with Director Comey?","You know, Director Comey has chosen to provide great detail into the basis for his recommendations that were ultimately provided to me. He's chosen to provide detailed statements, and I would refer you to those statements. I, as Attorney General, am not able to provide any further comment on the facts or the substance of the investigation.",Interest,,Director Comey stated that was not true. Do you agree with Director Comey?,3,,20,,,,,Annoyance,,,2,"You know,",10,,,,,Boredom,
CHRG-114hhrg20722,bKNm,30,"I understand that you may have different information. My question, though, is, are there any legal prohibitions on you that Director Comey did not have?","Well, as I've indicated, it would not be appropriate in my role to discuss the specific facts and the law.",Interest,,"I understand [SEP] My question, though, is,",2,"I understand [SEP] My question, though, is,",20,,,,,Annoyance,,,3,"Well, as I've indicated,",50,,,,,Boredom,
CHRG-114hhrg20722,bKNm,31,"Thank you, Mr. Chair. Madam Attorney General Lynch, when you appeared last time before this Committee, I brought up the case of Darrius Stewart. Darrius Stewart as was a young man, 19 years old, who was shot to death by a Memphis police officer. He was a passenger in a car. The officer stopped the car for a headlight violation and ran a check on the passenger, end up getting in the backseat. Officer shot him, killed him. Our local prosecutor asked the grand jury to indict for manslaughter, but the grand jury didn't for some reason. I asked the Department of Justice to investigate, and I'm grateful for that. We are eager to know the results of your investigation. We need to know if there are any civil rights violations. Can you please tell us when we might expect any results in that case? I read today in the Times about the Garner case. I know it is difficult, but this case is one that is in Memphis with Darrius Stewart.","Yes, thank you for raising this important issue. The matter is still under review, so I'm not able to give you either a result or a timetable at this time. But, of course, we will work to keep you informed.",Disapproval,Remorse,"Officer shot him, killed him. [SEP] asked the grand jury to indict for manslaughter, but the grand jury didn't",7,"was shot to death [SEP] Officer shot him, killed him. [SEP] for some reason. [SEP] this case is one that is in Memphis with Darrius Stewart.",100,,5,"Officer shot him, killed him. [SEP] We need to know [SEP] is difficult, but this case is one that is in Memphis with Darrius Stewart.",100,Friendliness,,,5,"Yes, thank you [SEP] important issue. [SEP] of course,",100,,,,,Boredom,
CHRG-114hhrg20722,bKNm,32,"I have a limited amount of time. You know, the fact is that, whether it's extremely careless or gross negligence and a strict liability of statute, I think that the language of the statute is clear. Now, I've noted that the Justice Department over the last several years has prosecuted several servicemen for doing the exact same thing that Secretary Clinton did and, in one case, actually reached a judgment of a court that prohibited that serviceman from ever having a security classification again. Now, you have a problem, Madam Attorney General, that people think that there's a different standard between the servicemen and Secretary Clinton and the fact that the language is almost synonymous, if not synonymous, saying no prosecution of Secretary Clinton and prosecution and conviction of the servicemen. You have a burden, I think, to convince the American public that you don't have a double standard. You're not meeting the burden. And how do you plan to change the argument that you make to the American public so that they can be convinced that the thing was correct and that you made the right decision, rather than simply deferring to people in the FBI and the prosecutors?","Congressman, every case stands on its own separate facts and application of those facts to the law. So you'd have to refer to the specific facts of the other matters that you're referring to. With respect to the investigation into the former Secretary's handling of classified information, her private email system, again, I can tell you and this entire Committee and the American people that all of the relevant facts were considered, investigated thoroughly, and reviewed by the entire team, which, again, is composed of career independent investigators as well as lawyers. And their recommendation, upon a full and thorough analysis, was that the matter be resolved in the way in which it was recommended to me. As I've indicated, I determined to accept that recommendation and did, in fact, accept that recommendation.",Hostility,,"I have a limited amount of time. [SEP] you have a problem, [SEP] You have a burden, [SEP] You're not meeting the burden. [SEP] how do you plan to change",7,"I have a limited amount of time. You know, the fact is that, [SEP] clear. [SEP] exact same thing [SEP] ever having a security classification again. [SEP] synonymous, if not synonymous, [SEP] rather than simply deferring to people in the FBI and the prosecutors?",100,,,,,Annoyance,,,5,"Congressman, [SEP] career independent investigators as well as lawyers. [SEP] full and thorough analysis,",80,,,,,Boredom,
CHRG-114hhrg20722,bKNm,33,"And I have referred to that. She unambiguously said something which was not true, according to the FBI Director. So when you send and receive documents that are marked classified clearly--and according to her statement, 300 people have seen her emails. Some portion of those people saw the ones that said secret, top secret, confidential, whatever. None of them are charged. What do I say to the tens of thousands of people that live and work in my district that work for the Federal Government, including more than 47,000 marines? What do I say when, in fact, saying something that isn't true, handling classified information in an extremely careless way has no criminal ramifications? What do I say to them? How do I reconcile the fact that they know that their friends and colleagues have been prosecuted or fired for doing less in the past?","Congressman, I can't speak to any cases you may be referring to involving friends or colleagues. Again, I would refer you to the description that Director Comey----",Hostility,,"unambiguously said something which was not true, [SEP] None of them are charged. [SEP] handling classified information in an extremely careless way has no criminal ramifications? [SEP] How do I reconcile the fact that they know that their friends and colleagues have been prosecuted or fired for doing less in the past?",6,"And I have referred to that. [SEP] unambiguously [SEP] classified clearly--and [SEP] secret, top secret, confidential, whatever.",70,,,,,Annoyance,,,7,"Congressman, [SEP] referring to involving friends or colleagues. Again,",100,,,,,Boredom,
CHRG-114hhrg20722,bKNm,34,"Asked that you've had, is there any legal prohibition that would prohibit you from giving the same information that Director Comey has given?","Well, with respect to the source of that information, if it came from the grand jury, that would be a legal prohibition.",Interest,,is there any legal prohibition that would prohibit you from giving the same information that Director Comey has given?,2,,50,,,,,Pensiveness,,,5,,50,,,,,Boredom,
