hearing_id,subject_id,question-response_number,question,response,q_emotion1,q_emotion2,q_emotion1_text,q_emotion1_intensity,q_emotion1_intensity_text,q_emotion1_confidence,q_emotion2_text,q_emotion2_intensity,q_emotion2_intensity_text,q_emotion2_confidence,r_emotion1,r_emotion2,r_emotion1_text,r_emotion1_intensity,r_emotion1_intensity_text,r_emotion1_confidence,r_emotion2_text,r_emotion2_intensity,r_emotion2_intensity_text,r_emotion2_confidence,a_emotions
CHRG-115hhrg31417,elGc,39,"Mr. Mulvaney, do you maintain offices at both the CFPB and OMB?","Yes, ma'am.",Interest,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Disapproval',)"
CHRG-115hhrg31417,elGc,40,That you have returned to consumers?,"Yes, ma'am.",Interest,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-115hhrg31417,elGc,41,"Zero. OK. And your sense was you came in--I know, from a Michigan company that I have been in communication with, that was an ongoing action that has still continued to be dealt with. You are moving through with what had been in the pipeline. Is that right?","Let me make one thing very clear to everybody. We are still going after bad actors. In fact, I have actually taken the extraordinary step of ratifying action in order to clarify whether or not the constitutional issue has been handled. I have ratified actions in other litigation that is ongoing. We are still going after bad actors.",Contempt,,,5,,30,,,,,Annoyance,,,10,,100,,,,,"('Disapproval',)"
CHRG-115hhrg31417,elGc,42,"OK, that is good. May I ask that you submit the documents to the committee? Because I would like to read them.",What documents would that be?,Aggressiveness,,,5,,70,,,,,Distraction,,,10,,100,,,,,"('Pensiveness',)"
CHRG-115hhrg31417,elGc,43,Have you ever conducted work for the CFPB while at the offices of OMB?,On the weekends I like to sit at my OMB office and do my reading--,Contempt,,,10,,100,,,,,Serenity,,,10,,100,,,,,"('Disapproval',)"
CHRG-115hhrg31417,elGc,44,"92.6. Could you get that paperwork to the Chairman, so that all of us can see it?","Sure, and that is a public record.",Interest,,,10,,100,,,,,Acceptance,Contempt,,10,,100,,10,,100,"('Pensiveness',)"
CHRG-115hhrg31417,elGc,45,"I am sorry, did you just say half of their time?",Up to half of their--,Disapproval,,,10,,100,,,,,Pensiveness,,,3,,10,,,,,"('Serenity',)"
CHRG-115hhrg31417,elGc,46,"About the actions that you are continuing. If you are just continuing what was done before you, or have you initiated any actions under your leadership?","A couple different things. Keep in mind we really put them in three buckets at the Bureau, and I will handle this very quickly. There are investigations that are ongoing. There are about 100 of those.",Interest,Contempt,,10,,100,,3,,10,Annoyance,,,7,,50,,,,,"('Pensiveness',)"
CHRG-115hhrg31417,elGc,47,Yes or no?,"The answer is yes, ma'am.",Annoyance,,,10,,100,,,,,Submission,,,10,,100,,,,,"('Pensiveness',)"
CHRG-115hhrg31417,elGc,48,"Was that of any initiation that you did, or was that again done by your predecessor?",It was a distribution that was approved while I was on the job.,Contempt,Interest,,5,,50,,7,,50,Annoyance,,,4,,10,,,,,"('Pensiveness',)"
CHRG-115hhrg31417,elGc,49,Half of their taxpayer-sponsored time?,"Yes sir, to do research, which on its face probably isn't that objectionable, I guess, until you realize that there is no requirement that the research be connected to the actual job that the Bureau does.",Disapproval,,,1,,30,,,,,Contempt,,,4,,30,,,,,"('Pensiveness',)"
CHRG-115hhrg31417,elGc,50,What have you initiated under your leadership?,"In the ordinary course of business we could start new investigations every single day there, and I wouldn't be aware--",Contempt,,,3,,50,,,,,Contempt,,,3,,50,,,,,"('Pensiveness', 'Disapproval')"
CHRG-115hhrg31417,elGc,51,"The naming rights at Texas Stadium for the Dallas Cowboys, AT&T pays roughly--I think it was close to $20 million a year for those naming rights. If you wished to advertise the Bureau, could you take this money and outbid AT&T and have the naming rights at Texas Stadium?","Oh, absolutely. In fact, I think we spent at least $40 million on advertising up to this point, anyway. So sure, we could do that.",Contempt,,,7,,100,,,,,Pensiveness,,,4,,50,,,,,"('Disapproval',)"
CHRG-113hhrg86195,LdIK,1,"I will now recognize myself. Ms. Ingram, if I heard you correctly, all is going as planned and well in the rollout of the Affordable Care Act. Is that correct?",The portion of the responsibilities the IRS was in charge of is going fine.,Friendliness,Interest,,5,,100,,7,,100,Serenity,,,10,,100,,,,,"('Optimism',)"
CHRG-113hhrg86195,LdIK,2,"Excellent. I would now like to--if you would give the first document to the gentlelady. I would like to bring your attention to an email chain dated Friday, July 20th, 2012, in which you were CC'ed and added to the chain. In preparation for the delivery of these documents, I assume, which we were delivered under discovery, you have reviewed those. Is this correct?","I am not sure whether I have seen the particular one, but I am reading it now, sir.",Interest,Optimism,,3,,10,,5,,70,,Pensiveness,,,,,,3,,50,"('Serenity',)"
CHRG-113hhrg86195,LdIK,3,Thank you. Do you recall this document?,I do not recall the document. I think I recall what it is a discussion about.,Optimism,,,10,,100,,,,,Disapproval,,,1,,10,,,,,"('Serenity',)"
CHRG-113hhrg86195,LdIK,4,"Well, one of the areas of interest is there is a significant redaction that quotes the statute 6103. Do you know who is underneath that blackout?","I don't recall the document, so I can't help you with what is underneath the redaction, sir.",Optimism,,,3,,50,,,,,Remorse,,,1,,50,,,,,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,5,"Do all Members have the document in front of them? Can we have the clerk distribute the documents? I want to make sure everyone has them in front of them. Do we have enough copies? Okay. They will be distributed. If the gentlelady will just pause for a moment. Do all the Members now have the document? I think down in the front row they will need more. Ms. Ingram, do you recall the second document, in which you are the author?","I remember the conversations. Since my name is on the email, I assume it is----",Distraction,Optimism,,5,,100,,7,,100,Submission,,,3,,50,,,,,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,6,"Do you know the names underneath any of these black blocks, or the information?",No. I am sorry. I couldn't remotely remember what might have been underneath.,Optimism,,,5,,50,,,,,Remorse,,,3,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,7,"So you don't know what is underneath there. As an expert at the IRS, many times awarded by both Republican and Democratic administrations, do you know what 6103 indicates?","Yes, I understand 6103. Yes, sir.",Interest,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,8,"Okay. And is it true that that, in fact, is sensitive information that is not to be distributed outside people permitted to have it within the IRS and a very limited amount of people here in Congress?","I understand the rules of the 6103, yes, sir.",Serenity,,,1,,20,,,,,Acceptance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,9,"Well, you understand that you can't distribute 6103 information outside of people authorized to see it. Is that correct?",Correct.,Interest,,,3,,10,,,,,Acceptance,,,10,,100,,,,,"('Apprehension',)"
CHRG-113hhrg86195,LdIK,10,"So why are political appointees in the Office of the President receiving 6103 information? On what basis would you be allowed to discuss the information, which is a form of classification under 6103, with political appointees at the White House? The IRS is a nonpolitical organization. You are not a political person. But isn't it true that political appointees are not allowed to see this information unless specifically cleared, correct?",I am not familiar with what process was used to put the markings on this document. My understanding from looking at the document is that these are names that were offered to us as examples of how the----,Annoyance,Disapproval,,3,,50,,7,,100,Pensiveness,,,10,,100,,,,,"('Apprehension',)"
CHRG-113hhrg86195,LdIK,11,"Will you provide--Mr. Chairman, if I could, please. Will you provide us the person or persons who decided that this committee couldn't see this information and wrote ""6103"" on this email?",I will take the word back that the folks who are working with the committee on the production of documents clarify with you----,Optimism,,,10,,100,,,,,Submission,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,12,"So you have been intimately involved in ACA implementation questions, including whether or not somebody would receive a waiver, whether or not somebody under current law could or could not be forced to do something they did not want to do. Is that correct?","I have been involved in answering questions about how the rules work, and that is what this exchange is about. It was not about what rule they, the policymakers, ought to adapt.",Disapproval,Interest,,3,,10,,5,,30,,Apprehension,,,,,,3,,10,"('Apprehension',)"
CHRG-113hhrg86195,LdIK,13,The Inspector General determined that Ms. Lerner learned about the inappropriate screening criteria in June of 2011. That was 6 months after you moved to your full-time ACA position. Is that right?,"I understand that is the timing, yes, sir.",Interest,,,3,,50,,,,,Acceptance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,14,"Thank you, Mr. Chairman. Ms. Ingram, you have been at the IRS how long?","I am sorry, I was adjusting the mic, sir.",Interest,,,3,,50,,,,,Distraction,,,10,,100,,,,,"('Serenity',)"
CHRG-113hhrg86195,LdIK,15,"Well, according to the White House visitors log, we just--I mean, we do this all the time. We grabbed the White House visitors log. In a 17-month timeframe, you visited with her 75 times. That is more than once a week. It says, Sarah H. Ingram, 8:26, Jeanne Lambrew, Deputy Assistant to the President for Health Care. Seventy-five different times it is in the log that that is who you visited with, and you would say you don't really know her?","Those are the times that I was cleared to attend, not necessarily the times that I actually attended.",Disapproval,,,5,,100,,,,,Serenity,,,3,,10,,,,,"('Apprehension',)"
CHRG-113hhrg86195,LdIK,16,"6103. So someone at the IRS decided this was confidential taxpayer information. And when we got these documents, when the committee got these documents, they said, ""Oh, you know what? That is information you are not allowed to see, committee."" But yet it was fine for you to communicate to the White House and release that information and give that information.",I would refer you to the people at the IRS who can----,Disapproval,,,10,,100,,,,,Serenity,,,3,,10,,,,,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,17,"Yeah, no, I understand. But you have been with the IRS a long time. 6103 information--did you share 6103 information with people at the White House?","I am not conscious of ever sharing 6103 information with the White House, so I--but I cannot speak to what the process was for putting these labels on this document.",Contempt,,,2,,50,,,,,Disapproval,Pensiveness,,5,,30,,3,,30,"('Apprehension',)"
CHRG-113hhrg86195,LdIK,18,"When you took the ACA job in 2010, your former deputy, Joseph Grant, became the Acting Commissioner of TEGE. Is that correct?",Yes.,Interest,,,3,,40,,,,,Acceptance,,,10,,100,,,,,"('Serenity',)"
CHRG-113hhrg86195,LdIK,19,So is there any one of you who has the ability to correspond to Leg Counsel or to Legislative Affairs or to the IRS to let them know that we would like the unredacted documents so we could go forward and ask Ms. Ingram what her involvement was and what organizations were being targeted or answered in this case? Will one of you raise your hand if you can?,"Mr. Chairman, we would be glad to take your questions----",Annoyance,,,7,,100,,,,,Submission,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,20,"Thank you. And I would like to thank Ms. Ingram for your public service and congratulate you on earning a reward, an award, for your work on combatting terrorism financing. As one who lost 500 constituents on 9/11, I know how important this work is. It is vital to our homeland security and vital to saving American lives. So I wanted to thank you for that. I also think that it is important that we realize the impact the government shutdown is having on our economy. Because an important part of homeland security is economic security, and our economic security is falling. The stock market is closing at the lowest level in a month. The Dow Jones average fell 136 points. The Standard & Poor's 500 Index fell 14 points. The NASDAQ fell 37 points. And consumer confidence is at an all-time low due to the threat of a default on our debt, on American debt. I do want to make an important point, that 195 Democrats have signed a petition saying that they will vote today, they will vote in 10 minutes, to open up the government. And I feel if a vote was allowed on the floor, there would be enough like-minded Republicans that would vote, as we did on the Violence Against Women Act and other areas, jointly in a bipartisan way to open up our government. And I would say that, instead of having a hearing on unfounded allegations, we should be looking at what the impact of this shutdown is on the IRS and other government agencies and their ability to provide services to the American people. So I would like to ask you, Ms. Ingram, what is the percentage of people that have been furloughed in the IRS?",I have been informed that it is roughly 90 percent.,Disapproval,Interest,,10,,100,,3,,40,Pensiveness,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,21,"Since you no longer reported--since she no longer reported to you, did Lois Lerner tell you about the use of inappropriate criteria in 2011?",I don't recall hearing anything about it until I sat in on a meeting requested by my boss in the spring of '12.,Interest,,,7,,100,,,,,Pensiveness,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,22,And you take the--I want to go back to where the chairman was. You take the 6103 confidentiality statute pretty seriously at the IRS?,Very seriously.,Interest,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,23,"Many fewer. Okay. So something below 75, but potentially you could have been there 75 times. Okay. And your testimony to Mr. Issa was that you did not disclose any 6103 information, correct?",I have not.,Interest,,,7,,100,,,,,Acceptance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,24,"Let me ask you a question. This is your email. So go down there--put that back up, if we could. I just want to ask you one question. If it is not 6103--and this is your email. Let's just go right below the line, there is one little sentence, ""The large, well-known""--blank--""university."" Do you see that little sentence there? ""The large, well-known""--blank--""university."" What is underneath that?","I don't know, sir.",Interest,,,10,,100,,,,,Remorse,,,3,,10,,,,,"('Apprehension',)"
CHRG-113hhrg86195,LdIK,25,"Okay. So your testimony today is that you have never shared confidential information with political appointees at the White House, but--in your 75 or 79 trips to the White House, the meetings in small and not-so-small groups with political appointees at the White House. Then I have to understand, either this is 6103 information, as the IRS has said it is, and you have shared it with political appointees at the White House, or it is not 6103, in which case someone at the IRS is abusing the redaction and keeping this committee from getting the information it needs for its proper and lawful discovery. I think we will have Danny Werfel back here on this subject. Did you participate in redaction decisions at all?","No, sir, I did not.",Disapproval,,,10,,100,,,,,Disapproval,,,3,,50,,,,,"('Apprehension',)"
CHRG-113hhrg86195,LdIK,26,"Ms. Ingram, did Mr. Grant fully assume those responsibilities in December 2010?","Yes, he did. It was announced that he would act as Commissioner.",Interest,,,5,,100,,,,,Acceptance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,27,"I certainly--no, I have questions. I don't answer questions--ask and answer. Ms. Ingram, you have been attacked by several Members of Congress for personally directing the so-called targeting of Tea Party groups applying for tax-exempt status. For example, a Republican Congressman, Tim Griffin, accused you of being directly in charge of this targeting. Similarly, Republican Congressman Tom Price accused you of systemic harassment of conservative and religious organizations and argued that you should be suspended. Ms. Ingram, let me ask you to respond to these accusations directly. Did you play any role whatsoever in developing the inappropriate criteria used to screen applicants for tax-exempt status?","No, I did not.",Hostility,,,3,,70,,,,,Disapproval,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,28,"Ninety percent. Well, who is left?",A small number of people trying to keep essential things moving.,Disapproval,,,5,,70,,,,,Pensiveness,,,7,,40,,,,,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,29,"Now, in fact, Mr. Grant, who was her direct supervisor, told us that Ms. Lerner did not tell him anything in 2011 either. I just want everyone to be clear on the fact, because I think there are some people are clearly confused about this timeline. And I want to go back to some things Mr. Jordan was asking about. I take it that you are very concerned about 6103 information, right? I mean, you guard--I mean, how do you view that? And how have you operated--first of all, how long have you been with the IRS?",Over 31 years.,Disapproval,,,7,,50,,,,,Pensiveness,,,3,,50,,,,,"('Apprehension',)"
CHRG-113hhrg86195,LdIK,30,"In fact, let's put up the definition here, just the statute itself. It says, ""No officer or employee of the United States shall disclose any return or return information obtained by him in any manner in connection with his or her service as such an officer or employee or otherwise or under the provisions of this statute."" This is the statute itself. It is pretty straightforward. You can't share personal taxpayer information, correct?",True.,Interest,,,1,,20,,,,,Acceptance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,31,"Well, wait. So are you saying you are allowed to give 6103 information to the White House?",It is not 6103 information. It is coming----,Interest,,,10,,100,,,,,Disapproval,,,7,,50,,,,,"('Apprehension',)"
CHRG-113hhrg86195,LdIK,32,You wrote it and you don't know? You can't remember?,I don't remember every email that ever crosses----,Disapproval,,,9,,100,,,,,Submission,,,3,,10,,,,,"('Apprehension',)"
CHRG-113hhrg86195,LdIK,33,"Okay. Now, I guess one of the--this is a serious matter, but it appears from this that you were part of the discussion at a time in which a controversial rule was going into effect that included a number of conservative and religious groups and that you were providing back-and-forth advice to White House personnel on that implementation. Is that correct?","My recollection of this exchange had to do with what the current IRS rules are under regulations, under 6033, in case policymakers wanted to use any definition that existed already in the Tax Code and that they understand what they would cover or not cover depending on which definitions they chose to employ. It was not a discussion about their decision about what to use.",Disapproval,,,10,,100,,,,,Pensiveness,Disapproval,,7,,100,,10,,100,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,34,Did Lois Lerner report to Mr. Grant when he became the Acting Commissioner of TEGE?,Yes.,Interest,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Serenity',)"
CHRG-113hhrg86195,LdIK,35,"The Inspector General didn't find you responsible either, because the Inspector General understood that you were not in the chain of command during the relevant time period. It appears that many of the accusations against you are based on a misunderstanding about your title and your position. Although you left your previous position in December 2010, your job title did not officially change until 2013. So if someone looked up your job title, they might think that you were still at TEGE. Is that right?","That is true, sir.",Serenity,,,3,,50,,,,,Acceptance,,,10,,100,,,,,"('Serenity',)"
CHRG-113hhrg86195,LdIK,36,"Well, do you think the government shutdown will impact the agency's ability to carry out your mission, to enforce the tax laws of our country in a fair process with great integrity?",Overall comments on issues about such shutdown and budget I need to defer to folks back at the IRS.,Optimism,,,1,,100,,,,,Apprehension,,,2,,40,,,,,"('Apprehension',)"
CHRG-113hhrg86195,LdIK,37,"And so tell me about your view with regard to 6103 information and protecting it. And I remind you that you are under oath. Have you ever, to your knowledge, released inappropriately 6103 information?","I have never, as far as I know, ever violated any portion of 6103, which is a basic tenet from day one of employment at the IRS, to protect the confidentiality of the data that the citizens give us.",Apprehension,,,2,,40,,,,,Disapproval,Serenity,,10,,100,,3,,10,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,38,"Okay. And then you gave the--I cited it in my opening statement. You gave a presentation to the IRS Oversight Board where you highlighted this as you were talking about the Affordable Care Act. If we can put that slide up. This is from the presentation you gave according to the minutes of that meeting in front of the IRS Oversight Board. And I want to show, ""Federal tax law imposes privacy protections that bar IRS from disclosing Federal tax information."" Down to the final sentence, ""This encompasses both the release of the data and the safeguarding of the data in the hand of the recipient."" So if you are conveying--you can't pass this back and forth, you have to protect it. This was the presentation you gave in front of the IRS Oversight Board. Now, let's go back to the email the chairman had in front of you, if we could. It is addressed to Ms. Jeanne Lambrew. Who is Jeanne Lambrew?",She is--my understanding is that she is on the Domestic Policy Council.,Interest,,,4,,25,,,,,Pensiveness,,,10,,100,,,,,"('Serenity',)"
CHRG-113hhrg86195,LdIK,39,"Well, can you look at--just look at that email real closely. And do you see where all the black print is, see where it is all blacked out? There is a number written on each of those blacked-out areas. And what is the number written there? Can you just say for the record what the number is?","""For the release of the documents""----",Interest,,,10,,100,,,,,Serenity,,,3,,10,,,,,"('Apprehension',)"
CHRG-113hhrg86195,LdIK,40,"You remembered the subject. This is about the lawsuits a number of Christian-affiliated universities had against the government regarding their religious liberty rights, correct? That is what the subject matter of all these emails are in this exchange with Ms. Lambrew, right?",It is about the definition under 6033----,Disapproval,Interest,,7,,50,,10,,100,Serenity,,,10,,100,,,,,"('Apprehension',)"
CHRG-113hhrg86195,LdIK,41,"So you were providing technical information on how the administration could determine whether or not church and non-church groups, schools sponsored by churches and other affiliated groups, whether or not they could be compelled under the Affordable Care Act to do certain things. Is that correct?",It was a discussion about what the current definitions under 6033 mean and have been for some decades.,Aggressiveness,,,3,,50,,,,,Serenity,,,10,,100,,,,,"('Apprehension',)"
CHRG-113hhrg86195,LdIK,42,"So after 2010, Ms. Lerner did not report to you anymore. Is that right?","Only on paper, not in function.",Interest,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,43,"Now, Ms. Ingram, it is my understanding that when you began your new position implementing the ACA in December 2010, you were no longer functioning as the Commissioner of Tax Exempt and Government Entities. Is that correct?","Yes, sir.",Interest,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,44,"So this slowdown in the approval of mortgage loans is going to have a dramatic effect on our economy. And the shutdown of the IRS has a specific responsibility. Because, as I understand it, the IRS has to approve or provide tax records for 1 year for any mortgage approval. Is that correct?","I am not the right person to answer detailed questions about that program. I am sorry, ma'am.",Disapproval,Interest,,3,,50,,7,,50,Remorse,,,1,,10,,,,,"('Serenity',)"
CHRG-113hhrg86195,LdIK,45,"Thank you, Mr. Chairman. Ms. Ingram, have you ever heard of Henry Chao, C-h-a-o, Chief Information Officer of Medicare and Medicaid Services?","Yes, sir.",Interest,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Apprehension',)"
CHRG-113hhrg86195,LdIK,46,Your understanding? You don't know this lady very well?,"No, I don't know her very well. No.",Interest,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Apprehension',)"
CHRG-113hhrg86195,LdIK,47,"No, no, no. What is the number?",6103,Annoyance,,,10,,100,,,,,Submission,,,10,,100,,,,,"('Apprehension',)"
CHRG-113hhrg86195,LdIK,48,"So you can't tell me, is that Christian University? Is that Catholic University? You can't tell me what is underneath that word even though you wrote it?","No, sir. I do not know what is underneath the blanks.",Disapproval,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Apprehension',)"
CHRG-113hhrg86195,LdIK,49,"But the questions from political appointees at the White House to you in your nearly 80 trips back and forth, and apparently a large amount of emails, had to do with their desire to compel religious groups to do certain things under the Affordable Care Act, and you were advising them as to what the law would be and how they might implement it. And in the case of one of the emails, you said, ""Hoping there is a quick answer while I prep for something else. Please copy me on the answer."" So this was something where you wanted to be aware of and participate in the decision process by political appointees at the White House. Is that correct?","I think that portion of the email is addressed to staff at the IRS, hoping that they could take care of answering the questions about 6033.",Contempt,,,3,,10,,,,,Disapproval,Pensiveness,,10,,100,,5,,30,"('Apprehension',)"
CHRG-113hhrg86195,LdIK,50,So she was no longer in your chain of command?,That is right.,Interest,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg86195,LdIK,51,"Okay. And is it true that that, in fact, is sensitive information that is not to be distributed outside people permitted to have it within the IRS and a very limited amount of people here in Congress?","I understand the rules of the 6103, yes, sir.",Interest,,,10,,100,,,,,Contempt,,,3,,10,,,,,"('Apprehension',)"
CHRG-113hhrg89598,5Zhb,1,And why did you do that?,"Because Ms. Lerner, I am advised, insisted that all possible efforts be made.",Interest,,,10,,100,,,,,Pensiveness,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg89598,5Zhb,2,"And that subpoena asked you to come here--in fact, it compelled to you come here tonight?",Correct.,Interest,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg89598,5Zhb,3,"No problem. So the bottom line is that you apparently were not capturing all emails. You were allowing her to delete emails but retain emails on her C drive so that, 6 months after--I just want to make sure we get the record straight--6 months after she moved them to her C drive, you were no longer in possession of those. Is that correct?",No.,Contempt,,,10,,100,,,,,Disapproval,,,10,,100,,,,,"('Apprehension',)"
CHRG-113hhrg89598,5Zhb,4,"Of course. But you cannot say what I've asked you, that no crime has been committed. So let's go to Lois Lerner. She came before this committee and, under--while she was placed under oath, she evoked the Fifth because she indicated that she wanted to assert those rights, albeit that she did that incorrectly, because she had fear of prosecution. Let's say that again. Prosecution. Fear of criminal prosecution. Now, you can't testify today that Lois Lerner has no need for a fear of criminal prosecution because you can't testify that Lois Lerner didn't commit a crime. Now, here's what I'm concerned about, since you are a man who is placed before us with integrity. If in the process of these emails being destroyed there were those in your Agency that knew that it was a possibility that a crime was committed, then they committed a crime because destruction of evidence of a crime is, in fact, a crime. And you can't testify today that no one--that there was no crime committed in the destruction of her emails. Right? You can only say you have no evidence of a crime having been committed in the destruction of these emails. Right.","I have no evidence whether she beat her dog, whether she beat children. I have no evidence of a whole series of things.",Hostility,,,3,,10,,,,,Contempt,,,10,,100,,,,,"('Disapproval',)"
CHRG-113hhrg89598,5Zhb,5,"From June of 2009 to April of 2011. So it raises many questions. Now, you came on in December, right, John?","Yes, the end of December.",Interest,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg89598,5Zhb,6,Have you discussed tonight with this committee anything--any matter pertinent to this subject that was not discussed last Friday?,"Thus far, no.",Interest,,,10,,100,,,,,Pensiveness,,,3,,70,,,,,"('Serenity',)"
CHRG-113hhrg89598,5Zhb,7,You did not?,I did not.,Interest,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg89598,5Zhb,8,How does that affect what you do?,"What it affects is that--we have a wide range of responsibilities. The IT budget has been cut by over $100 million over the last 4 years. This year's budget for 2014 required $300 million just for the implementation of the Affordable Care Act, but Congress provided us zero. That meant that that $300 million to implement a statutory mandate had to be taken from other IT programs. That's been our challenge for the last 3 or 4 years.",Interest,,,10,,100,,,,,Annoyance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg89598,5Zhb,9,"And that's gone, too?","No, everything that we have and all the--that was a disaster recovery system for the Chief Counsel. All of those emails across the system have been--any data that the Chief Counsel has or that the IRS has has been searched.",Disapproval,,,4,,30,,,,,Remorse,,,3,,10,,,,,"('Disapproval',)"
CHRG-113hhrg89598,5Zhb,10,"Now, despite all of these efforts, the field director finally emailed Ms. Lerner with the results. Next slide, please. ""Unfortunately, the news is not good. The sectors on the hard drive were bad, which made your data unrecoverable. I'm very sorry. Everyone involved tried their best."" So the technical experts concluded 3 years ago that the sectors on her hard drive were bad. Is that accurate?",That's what the email says.,Interest,,,3,,50,,,,,Acceptance,,,10,,100,,,,,"('Remorse',)"
CHRG-113hhrg89598,5Zhb,11,Did Mr. Issa ever call you and ask you to come voluntarily?,No.,Interest,,,10,,100,,,,,Disapproval,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg89598,5Zhb,12,"Well, what is correct?","What is correct is that each employee is limited to basically now 6,000 emails that they can hold on their email account which is stored on the agency's server. The reason there is a limitation is the agency does not have servers large enough to sustain the retention of all emails. A decision was made 2 years ago when people looked at that and it was determined it would cost anywhere from $10 million to $30 million to upgrade the system so that, in fact, all emails on the server would be preserved. Because of the budget constraints the agency was operating with 2 years ago, the decision was made not to proceed.",Interest,,,10,,100,,,,,Annoyance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg89598,5Zhb,13,"Right. That's why it's so important, getting to what Jim Jordan has said about a special prosecutor, and that's what my question is to you today. If you are truly a man of integrity and you know the difference between you--you--there's no--that you have--you don't have any evidence that a crime has been committed versus you know no crime has been committed, you have to understand that the whole integrity of your Agency is at risk. You possibly have people at the IRS who are committing crimes and they're not being held accountable. The only way you can know that is to--by pick up the phone, call the FBI and ask them to come in and do an investigation on the disappearance of these emails. So my question to you is: Will you call the FBI and ask them to come in and investigate these missing emails that their destruction could possibly have been a crime?","At this time, the Inspector General, an independent agency not controlled by us, started an investigation----",Disapproval,Optimism,,10,,100,,3,,50,Serenity,,,2,,50,,,,,"('Disapproval',)"
CHRG-113hhrg89598,5Zhb,14,"And they briefed you. You were briefed about this whole situation the beginning, I guess, of January. In February, you testified today that you learned that there was a problem recovering some of the emails. Is that correct?","No, I--yes, I--what I learned was that there was an issue with her emails, that there was a problem with the dates.",Interest,,,10,,100,,,,,Apprehension,,,3,,70,,,,,"('Apprehension',)"
CHRG-113hhrg89598,5Zhb,15,"So just to get it right, you--you were scheduled to testify originally in front of Chairman Camp's committee tomorrow, on the 24th. Is that correct?",That's correct.,Interest,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg89598,5Zhb,16,So who did you tell in April when you knew?,Who did I tell? I didn't tell anybody. I was advised-- I had no one I was going to tell.,Interest,,,10,,100,,,,,Disapproval,,,10,,100,,,,,"('Pensiveness',)"
